filepath,class_name,label,split
glioma/Hossein_Hashemi_glioma_2167.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_2321.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_3760.jpg,glioma,0,train
healthy/Hossein_Hashemi_healthy_1037.jpg,healthy,1,train
healthy/Siar_healthy_3253.jpg,healthy,1,train
healthy/Orvile_healthy_618.jpg,healthy,1,train
glioma/Hossein_Hashemi_glioma_1724.jpg,glioma,0,train
meningioma/Hossein_Hashemi_meningioma_2861.jpg,meningioma,2,train
healthy/Siar_healthy_2408.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_2380.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_2537.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1236.jpg,pituitary,3,train
healthy/Fernando_Feltrin_healthy_60.jpg,healthy,1,train
glioma/Hossein_Hashemi_glioma_1395.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4698.jpg,glioma,0,train
healthy/Orvile_healthy_486.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_5975.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_4737.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_6011.jpg,meningioma,2,train
healthy/Siar_healthy_50.jpg,healthy,1,train
healthy/Siar_healthy_355.jpg,healthy,1,train
healthy/Siar_healthy_3117.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_3965.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_1045.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_5590.jpg,meningioma,2,train
pituitary/Hossein_Hashemi_pituitary_580.jpg,pituitary,3,train
healthy/Siar_healthy_1048.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_5191.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_3512.jpg,healthy,1,train
healthy/Siar_healthy_2738.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4597.jpg,glioma,0,train
healthy/Siar_healthy_317.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4866.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_2812.jpg,healthy,1,train
healthy/Siar_healthy_868.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3342.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_2617.jpg,healthy,1,train
pituitary/Orvile_pituitary_210.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_3312.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1584.jpg,pituitary,3,train
healthy/Siar_healthy_3683.jpg,healthy,1,train
healthy/Siar_healthy_1053.jpg,healthy,1,train
healthy/Siar_healthy_212.jpg,healthy,1,train
healthy/Siar_healthy_3762.jpg,healthy,1,train
glioma/glioma (203).jpeg,glioma,0,train
glioma/Hossein_Hashemi_glioma_2131.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_6697.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_2770.jpg,healthy,1,train
healthy/Siar_healthy_1501.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_732.jpg,pituitary,3,train
pituitary/Rajarshi_Mandal_pituitary_1057.jpg,pituitary,3,train
healthy/Siar_healthy_1474.jpg,healthy,1,train
glioma/glioma (196).jpeg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_3932.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4209.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_5368.jpg,glioma,0,train
pituitary/Hossein_Hashemi_pituitary_659.jpg,pituitary,3,train
healthy/Siar_healthy_242.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2866.jpg,meningioma,2,train
healthy/Siar_healthy_3227.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4932.jpg,glioma,0,train
healthy/Hossein_Hashemi_healthy_1117.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6030.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_6065.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_6128.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_6962.jpg,meningioma,2,train
meningioma/Hossein_Hashemi_meningioma_3011.jpg,meningioma,2,train
glioma/Hossein_Hashemi_glioma_2161.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_5963.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_5167.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_1202.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_6298.jpg,meningioma,2,train
healthy/Hossein_Hashemi_healthy_1047.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_5768.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_5599.jpg,meningioma,2,train
healthy/Siar_healthy_2800.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_7.jpg,pituitary,3,train
healthy/Siar_healthy_2958.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1682.jpg,pituitary,3,train
glioma/Rajarshi_Mandal_glioma_4568.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_6200.jpg,meningioma,2,train
healthy/Siar_healthy_2888.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1728.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_2459.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2749.jpg,meningioma,2,train
meningioma/Orvile_meningioma_1292.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_373.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_1909.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_907.jpg,pituitary,3,train
healthy/Siar_healthy_1988.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4714.jpg,glioma,0,train
pituitary/Hossein_Hashemi_pituitary_711.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_2909.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3310.jpg,healthy,1,train
healthy/Siar_healthy_2862.jpg,healthy,1,train
healthy/Siar_healthy_3752.jpg,healthy,1,train
meningioma/Orvile_meningioma_1257.jpg,meningioma,2,train
healthy/Siar_healthy_2427.jpg,healthy,1,train
glioma/Hossein_Hashemi_glioma_1545.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_1118.jpg,pituitary,3,train
pituitary/Rajarshi_Mandal_pituitary_311.jpg,pituitary,3,train
glioma/Rajarshi_Mandal_glioma_3851.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_3492.jpg,healthy,1,train
meningioma/Orvile_meningioma_1453.jpg,meningioma,2,train
glioma/Fernando_Feltrin_glioma_107.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_5601.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_103.jpg,pituitary,3,train
healthy/Siar_healthy_320.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1504.jpg,pituitary,3,train
pituitary/Rajarshi_Mandal_pituitary_514.jpg,pituitary,3,train
pituitary/Hossein_Hashemi_pituitary_102.jpg,pituitary,3,train
glioma/Hossein_Hashemi_glioma_1760.jpg,glioma,0,train
meningioma/Hossein_Hashemi_meningioma_2617.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_3830.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4386.jpg,glioma,0,train
healthy/Siar_healthy_2026.jpg,healthy,1,train
healthy/Siar_healthy_1847.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3261.jpg,healthy,1,train
healthy/Siar_healthy_1861.jpg,healthy,1,train
healthy/Hossein_Hashemi_healthy_1222.jpg,healthy,1,train
pituitary/Orvile_pituitary_246.jpg,pituitary,3,train
healthy/Siar_healthy_3575.jpg,healthy,1,train
healthy/Siar_healthy_1176.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_80.jpg,pituitary,3,train
healthy/Siar_healthy_180.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4526.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_6012.jpg,meningioma,2,train
healthy/Siar_healthy_693.jpg,healthy,1,train
healthy/Siar_healthy_3136.jpg,healthy,1,train
healthy/Siar_healthy_1428.jpg,healthy,1,train
healthy/Siar_healthy_1138.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_489.jpg,pituitary,3,train
glioma/Orvile_glioma_1136.jpg,glioma,0,train
pituitary/Hossein_Hashemi_pituitary_672.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_6814.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_2934.jpg,healthy,1,train
healthy/Siar_healthy_642.jpg,healthy,1,train
healthy/Siar_healthy_3164.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2751.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_3211.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_265.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_3258.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3274.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1200.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_6933.jpg,meningioma,2,train
meningioma/Hossein_Hashemi_meningioma_2322.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_899.jpg,pituitary,3,train
healthy/Siar_healthy_122.jpg,healthy,1,train
healthy/Siar_healthy_113.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_5831.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_371.jpg,pituitary,3,train
glioma/Rajarshi_Mandal_glioma_4731.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_3091.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3397.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_270.jpg,pituitary,3,train
glioma/Rajarshi_Mandal_glioma_5255.jpg,glioma,0,train
healthy/Siar_healthy_1788.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_5185.jpg,glioma,0,train
glioma/Orvile_glioma_964.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_609.jpg,pituitary,3,train
healthy/Siar_healthy_143.jpg,healthy,1,train
healthy/Siar_healthy_1517.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3713.jpg,healthy,1,train
healthy/Orvile_healthy_624.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1042.jpg,pituitary,3,train
healthy/Fernando_Feltrin_healthy_47.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_259.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_2860.jpg,healthy,1,train
healthy/Orvile_healthy_475.jpg,healthy,1,train
healthy/Siar_healthy_3431.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6666.jpg,meningioma,2,train
pituitary/Hossein_Hashemi_pituitary_50.jpg,pituitary,3,train
healthy/Hossein_Hashemi_healthy_977.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2572.jpg,meningioma,2,train
healthy/Siar_healthy_3152.jpg,healthy,1,train
healthy/Siar_healthy_3612.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_5286.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_1537.jpg,pituitary,3,train
meningioma/Hossein_Hashemi_meningioma_2184.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_4828.jpg,glioma,0,train
glioma/Hossein_Hashemi_glioma_1406.jpg,glioma,0,train
meningioma/meningioma (182).jpeg,meningioma,2,train
glioma/Orvile_glioma_910.jpg,glioma,0,train
pituitary/Hossein_Hashemi_pituitary_69.jpg,pituitary,3,train
glioma/Rajarshi_Mandal_glioma_4815.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4127.jpg,glioma,0,train
healthy/Orvile_healthy_411.jpg,healthy,1,train
healthy/Orvile_healthy_620.jpg,healthy,1,train
healthy/Siar_healthy_809.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4788.jpg,glioma,0,train
pituitary/Orvile_pituitary_274.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_3666.jpg,healthy,1,train
healthy/Hossein_Hashemi_healthy_964.jpg,healthy,1,train
meningioma/Orvile_meningioma_1221.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_512.jpg,pituitary,3,train
healthy/Siar_healthy_920.jpg,healthy,1,train
pituitary/Orvile_pituitary_361.jpg,pituitary,3,train
meningioma/Orvile_meningioma_1452.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_1940.jpg,healthy,1,train
glioma/Hossein_Hashemi_glioma_1918.jpg,glioma,0,train
healthy/Siar_healthy_1422.jpg,healthy,1,train
healthy/Siar_healthy_1749.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2965.jpg,meningioma,2,train
meningioma/meningioma (39).jpeg,meningioma,2,train
healthy/Siar_healthy_164.jpg,healthy,1,train
meningioma/meningioma (2).jpeg,meningioma,2,train
meningioma/Fernando_Feltrin_meningioma_219.jpg,meningioma,2,train
healthy/Siar_healthy_596.jpg,healthy,1,train
healthy/Siar_healthy_918.jpg,healthy,1,train
healthy/Fernando_Feltrin_healthy_13.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1208.jpg,pituitary,3,train
pituitary/Rajarshi_Mandal_pituitary_350.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_5802.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_3027.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2607.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_1458.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_6390.jpg,meningioma,2,train
pituitary/Hossein_Hashemi_pituitary_131.jpg,pituitary,3,train
healthy/Siar_healthy_1564.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1631.jpg,pituitary,3,train
meningioma/Orvile_meningioma_1289.jpg,meningioma,2,train
healthy/Siar_healthy_2059.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2783.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_3984.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_5437.jpg,meningioma,2,train
pituitary/Hossein_Hashemi_pituitary_376.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_2365.jpg,healthy,1,train
healthy/Siar_healthy_3146.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4264.jpg,glioma,0,train
healthy/Siar_healthy_1347.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2341.jpg,meningioma,2,train
glioma/Hossein_Hashemi_glioma_1699.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4319.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_3393.jpg,healthy,1,train
healthy/Siar_healthy_3145.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_748.jpg,pituitary,3,train
healthy/Siar_healthy_3675.jpg,healthy,1,train
glioma/Fernando_Feltrin_glioma_98.jpg,glioma,0,train
glioma/Orvile_glioma_788.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4472.jpg,glioma,0,train
healthy/Siar_healthy_2251.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_5524.jpg,meningioma,2,train
healthy/Siar_healthy_780.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_1860.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6439.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_2968.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1562.jpg,pituitary,3,train
healthy/Siar_healthy_2016.jpg,healthy,1,train
healthy/Siar_healthy_3238.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_5088.jpg,glioma,0,train
healthy/Siar_healthy_2235.jpg,healthy,1,train
meningioma/Orvile_meningioma_1144.jpg,meningioma,2,train
glioma/glioma (309).jpeg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_2978.jpg,healthy,1,train
healthy/Siar_healthy_927.jpg,healthy,1,train
meningioma/Orvile_meningioma_1410.jpg,meningioma,2,train
healthy/Siar_healthy_2246.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_719.jpg,pituitary,3,train
healthy/Rajarshi_Mandal_healthy_2182.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6752.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_4545.jpg,glioma,0,train
healthy/Hossein_Hashemi_healthy_910.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_1037.jpg,pituitary,3,train
glioma/glioma (208).jpeg,glioma,0,train
pituitary/Hossein_Hashemi_pituitary_111.jpg,pituitary,3,train
glioma/Hossein_Hashemi_glioma_1852.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_5352.jpg,glioma,0,train
meningioma/Hossein_Hashemi_meningioma_2667.jpg,meningioma,2,train
meningioma/Hossein_Hashemi_meningioma_2337.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_5630.jpg,meningioma,2,train
pituitary/Rajarshi_Mandal_pituitary_1070.jpg,pituitary,3,train
meningioma/Rajarshi_Mandal_meningioma_6845.jpg,meningioma,2,train
healthy/Siar_healthy_609.jpg,healthy,1,train
meningioma/Orvile_meningioma_1310.jpg,meningioma,2,train
meningioma/Orvile_meningioma_1326.jpg,meningioma,2,train
healthy/Siar_healthy_637.jpg,healthy,1,train
glioma/glioma (5).jpeg,glioma,0,train
healthy/Hossein_Hashemi_healthy_1147.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_2258.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_3421.jpg,healthy,1,train
healthy/Hossein_Hashemi_healthy_963.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_5682.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_3541.jpg,healthy,1,train
healthy/Siar_healthy_1997.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6154.jpg,meningioma,2,train
glioma/Orvile_glioma_1082.jpg,glioma,0,train
healthy/Siar_healthy_65.jpg,healthy,1,train
meningioma/Fernando_Feltrin_meningioma_260.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_4765.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_3855.jpg,glioma,0,train
healthy/Orvile_healthy_727.jpg,healthy,1,train
pituitary/Hossein_Hashemi_pituitary_800.jpg,pituitary,3,train
meningioma/Fernando_Feltrin_meningioma_186.jpg,meningioma,2,train
meningioma/Fernando_Feltrin_meningioma_210.jpg,meningioma,2,train
healthy/Orvile_healthy_476.jpg,healthy,1,train
healthy/Rajarshi_Mandal_healthy_2501.jpg,healthy,1,train
meningioma/meningioma (108).jpeg,meningioma,2,train
meningioma/Hossein_Hashemi_meningioma_2659.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_5555.jpg,meningioma,2,train
healthy/Siar_healthy_483.jpg,healthy,1,train
meningioma/Hossein_Hashemi_meningioma_2980.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_3300.jpg,healthy,1,train
healthy/Orvile_healthy_632.jpg,healthy,1,train
glioma/Rajarshi_Mandal_glioma_4244.jpg,glioma,0,train
pituitary/Rajarshi_Mandal_pituitary_960.jpg,pituitary,3,train
glioma/Fernando_Feltrin_glioma_122.jpg,glioma,0,train
meningioma/Rajarshi_Mandal_meningioma_6229.jpg,meningioma,2,train
meningioma/Rajarshi_Mandal_meningioma_6771.jpg,meningioma,2,train
healthy/Orvile_healthy_710.jpg,healthy,1,train
meningioma/Orvile_meningioma_1496.jpg,meningioma,2,train
healthy/Siar_healthy_1304.jpg,healthy,1,train
meningioma/Rajarshi_Mandal_meningioma_6461.jpg,meningioma,2,train
glioma/Hossein_Hashemi_glioma_2168.jpg,glioma,0,train
meningioma/Hossein_Hashemi_meningioma_2414.jpg,meningioma,2,train
glioma/Rajarshi_Mandal_glioma_4542.jpg,glioma,0,train
healthy/Siar_healthy_1146.jpg,healthy,1,train
glioma/Hossein_Hashemi_glioma_1890.jpg,glioma,0,train
glioma/Rajarshi_Mandal_glioma_4078.jpg,glioma,0,train
healthy/Rajarshi_Mandal_healthy_2786.jpg,healthy,1,train
healthy/Siar_healthy_1906.jpg,healthy,1,train
healthy/Siar_healthy_969.jpg,healthy,1,train
healthy/Siar_healthy_902.jpg,healthy,1,train
healthy/Hossein_Hashemi_healthy_1190.jpg,healthy,1,train
healthy/Hossein_Hashemi_healthy_1131.jpg,healthy,1,train
healthy/Orvile_healthy_548.jpg,healthy,1,train
pituitary/Rajarshi_Mandal_pituitary_849.jpg,pituitary,3,train
pituitary/Rajarshi_Mandal_pituitary_1219.jpg,pituitary,3,train
meningioma/Orvile_meningioma_1384.jpg,meningioma,2,train
healthy/Rajarshi_Mandal_healthy_3692.jpg,healthy,1,train
healthy/Siar_healthy_3204.jpg,healthy,1,train
